anumber	ost	nord	state_of
11144150	733907.800	238900.440	2006
11145250	735481.170	236031.570	2006
11145560	735418.000	232868.270	2006
11147280	739063.260	235150.330	2006
11147410	739476.620	230571.410	2006
11147440	739003.320	239957.910	2006
11148000	741068.440	236693.600	2006
11148220	741366.830	234676.760	2006
11150110	743008.250	239565.840	2006
11150410	743484.960	230634.910	2006
11151360	744169.150	234918.520	2006
11152080	746726.320	241083.490	2006
11152540	746928.010	230068.570	2006
11153230	749178.170	238762.250	2006
11153530	748973.400	233544.240	2006
11154590	751959.470	241548.350	2006
11155372	753063.870	233041.950	2006
11156120	754806.850	238973.200	2006
11156270	755161.980	235441.120	2006
11156500	755826.630	230119.400	2006
11157110	757444.970	239342.340	2006
11157390	757181.240	233694.250	2006
11157580	757677.570	231993.030	2006
11157590	756605.720	232955.950	2006
11158290	758199.920	236744.160	2006
11158310	758286.030	236526.070	2006
11158392	759463.640	233287.660	2006
11158470	759629.320	231676.730	2006
11159010	759440.000	238670.000	2006
11159020	758300.000	237710.000	2006
11159030	758672.901	233715.637	2006
11159040	758004.488	235670.358	2006
11159050	758343.838	237575.187	2006
11159060	756344.440	232042.360	2006
11159070	758358.805	231036.693	2006
11159080	758329.259	232494.848	2006
11160030	760689.150	241846.430	2006
11160070	760508.060	235428.710	2006
11160202	761159.700	231343.330	2006
11169010	760244.499	236709.169	2006
11169020	761853.237	234117.735	2006
11169030	762945.374	230763.371	2006
11169040	760336.844	233385.743	2006
11169050	760796.406	234382.917	2006
11240009	556000.000	228000.000	2006
11242060	555713.350	224279.630	2006
11242150	554773.710	221107.390	2006
11243270	556873.700	222640.070	2006
11243350	557984.750	220028.060	2006
11244242	559669.410	225315.000	2006
11245040	561160.520	228949.330	2006
11247120	564103.050	227283.790	2006
11247220	565903.190	223915.260	2006
11247420	565205.940	218591.610	2006
11249010	554505.390	218050.560	2006
11249020	553000.000	223000.000	2006
11250120	567736.850	225972.610	2006
11250210	568568.570	222991.860	2006
11251070	570996.020	227363.760	2006
11252000	571096.950	220267.860	2006
11252220	571241.770	224663.340	2006
11253170	573295.210	225147.620	2006
11253230	573680.270	223558.560	2006
11254270	575468.720	222035.230	2006
11255030	577457.910	229220.990	2006
11255410	578065.930	218775.580	2006
11256092	578956.030	227475.780	2006
11256170	580859.430	225417.760	2006
11256300	580713.580	221539.010	2006
11257260	581621.600	223289.920	2006
11257380	581883.380	218625.170	2006
11258150	583902.690	225367.020	2006
11258370	584466.770	220005.300	2006
11259610	580604.100	229952.110	2006
11259620	582253.570	224224.330	2006
11259700	573796.680	218489.130	2006
11259710	578204.270	225936.850	2006
11259730	572870.120	226521.970	2006
11259740	574268.930	229658.750	2006
11259890	583593.560	226798.710	2006
11260132	585424.610	226575.810	2006
11260230	586503.810	224295.140	2006
11261020	587539.800	229589.190	2006
11261090	587734.720	226800.800	2006
11261280	588347.070	221714.170	2006
11263040	592800.070	228413.180	2006
11263150	592432.280	224119.970	2006
11263350	591302.940	219744.180	2006
11264330	593701.290	221006.620	2006
11265380	595427.260	218897.600	2006
11266190	598217.870	225353.950	2006
11266300	597887.130	222568.760	2006
11266400	597016.300	218802.900	2006
11266420	598771.380	218809.520	2006
11266450	597177.260	218215.710	2006
11267110	599939.570	227636.590	2006
11267360	599154.400	220307.800	2006
11267400	600413.950	218221.650	2006
11268160	602466.770	225172.440	2006
11268320	601297.500	220328.850	2006
11269010	586643.670	220192.980	2006
11269020	587184.870	222321.490	2006
11269190	585406.050	224865.450	2006
11269590	590286.570	221370.890	2006
11269600	593487.010	222418.860	2006
11269610	592557.360	226345.060	2006
11269690	589966.980	228028.830	2006
11269700	599695.970	224191.510	2006
11270050	602999.110	228395.430	2006
11270200	603814.660	223043.520	2006
11270340	602509.390	219303.300	2006
11271170	605730.090	227160.620	2006
11271250	605969.070	224752.110	2006
11272040	606439.440	229870.470	2006
11272300	607856.940	225516.290	2006
11272420	605998.220	222799.840	2006
11272620	607447.300	219289.000	2006
11273170	609819.010	226982.120	2006
11273430	608739.830	221645.080	2006
11275050	612686.590	229066.800	2006
11275070	613957.520	228366.890	2006
11275150	612642.320	226434.080	2006
11275330	612118.830	222592.580	2006
11275510	613807.910	219118.130	2006
11276300	615115.190	221027.560	2006
11277510	617002.310	225926.190	2006
11278092	619785.110	227227.230	2006
11278241	618813.190	223171.640	2006
11278390	619030.620	220014.200	2006
11279350	609676.980	220131.080	2006
11279430	618979.130	225864.330	2006
11279460	608898.590	220919.030	2006
11280020	621126.490	229461.900	2006
11281180	623043.320	226263.880	2006
11281310	622834.310	222101.500	2006
11281460	622982.020	218071.050	2006
11282170	626017.830	226446.080	2006
11282542	625408.740	229739.310	2006
11283280	627011.830	224845.070	2006
11283490	626043.480	220749.410	2006
11284000	629477.180	228055.530	2006
11284212	629892.070	223979.640	2006
11285000	630057.680	221197.200	2006
11285570	631204.980	218691.460	2006
11286060	633338.960	228947.240	2006
11286200	633176.400	225583.560	2006
11286310	633213.710	223149.180	2006
11287120	635857.970	226616.630	2006
11287240	634376.150	224412.250	2006
11287440	634292.430	220241.560	2006
11288210	636168.070	223725.750	2006
11288341	636140.870	220616.910	2006
11289280	620282.490	223892.780	2006
11289400	631909.040	226020.360	2006
11289410	631914.830	223237.840	2006
11289420	637279.730	220315.745	2006
11289430	621396.750	225108.290	2006
11289600	636624.480	227971.695	2006
11290440	638862.100	218885.040	2006
11291040	640034.041	229265.598	2006
11291280	640942.870	224475.260	2006
11291470	640402.080	220312.940	2006
11292060	642268.010	228963.530	2006
11292490	642410.583	220046.752	2006
11292570	641998.840	218693.020	2006
11293210	644204.310	226225.670	2006
11293400	643607.410	221617.300	2006
11293560	643526.862	218203.075	2006
11294110	645573.040	227346.740	2006
11294440	646363.050	220069.690	2006
11295000	647381.700	228185.260	2006
11295210	647706.710	226288.670	2006
11295580	648511.230	218172.820	2006
11296100	649167.320	228145.730	2006
11297470	652600.370	219361.090	2006
11298030	654286.350	229913.340	2006
11299340	651616.055	225644.305	2006
11299370	650705.260	222800.035	2006
11299380	644013.151	229316.403	2006
11299390	644673.735	225001.320	2006
11299400	642068.705	222944.915	2006
11299580	652824.135	229309.010	2006
11299590	640906.995	227027.190	2006
11299610	650714.615	218677.615	2006
11300050	655839.850	228901.410	2006
11300340	656583.380	221869.400	2006
11301500	657563.380	219084.130	2006
11302250	659693.640	224971.176	2006
11303210	661588.090	224732.210	2006
11303510	661104.660	218559.120	2006
11303540	661137.330	220907.180	2006
11305192	666648.820	225812.980	2006
11305400	665918.250	221374.990	2006
11306140	668418.050	225143.970	2006
11306400	668365.810	220599.310	2006
11307311	670256.560	221286.980	2006
11308000	672344.650	227806.520	2006
11308163	671837.910	223578.830	2006
11309130	670305.010	218940.810	2006
11309230	662901.564	229109.854	2006
11309240	665699.125	227681.360	2006
11309250	662854.450	222999.265	2006
11309260	665137.670	225024.360	2006
11309270	666367.195	220312.125	2006
11309280	665735.540	218431.360	2006
11309290	658440.875	229891.015	2006
11309300	657650.756	228095.397	2006
11309310	659619.400	222665.645	2006
11309350	655246.530	226919.745	2006
11309360	656414.535	223162.175	2006
11309550	661315.855	226047.440	2006
11309560	657623.470	225727.560	2006
11309570	658804.325	220920.765	2006
11310300	673132.500	220567.430	2006
11311350	674925.783	221698.567	2006
11311530	675178.601	227925.220	2006
11311540	674011.239	225255.558	2006
11312300	676839.030	223877.276	2006
11312480	676156.740	219696.600	2006
11313030	678886.540	229571.120	2006
11313180	678827.805	225919.126	2006
11313220	678018.299	220827.912	2006
11313260	679477.418	228570.075	2006
11314030	681126.373	229683.571	2006
11314240	681806.976	224710.270	2006
11314560	680898.991	221637.236	2006
11314580	680781.658	218139.487	2006
11315160	682020.950	227611.700	2006
11315310	683225.180	224622.240	2006
11315510	682053.400	219924.990	2006
11316430	685584.840	220374.330	2006
11316520	685938.720	224511.280	2006
11317170	687275.320	226495.110	2006
11318060	688155.910	229200.970	2006
11318450	689049.010	220773.580	2006
11319010	674432.737	220737.113	2006
11319020	681918.315	226162.652	2006
11319080	672922.710	218927.835	2006
11320020	690305.600	229623.800	2006
11320050	691204.940	228375.150	2006
11320200	690441.350	225096.010	2006
11320260	691756.290	223646.540	2006
11321040	693607.290	229087.340	2006
11321070	692806.240	228489.740	2006
11321170	692176.720	226216.440	2006
11321340	693123.110	221821.250	2006
11322040	694694.060	229589.180	2006
11322200	694536.680	227688.780	2006
11322350	694643.440	225199.430	2006
11323060	697453.640	228678.440	2006
11323070	696317.060	228508.300	2006
11323090	697335.970	228238.180	2006
11323120	696445.160	227626.530	2006
11323420	697112.770	222747.840	2006
11323510	696568.890	220428.390	2006
11323552	698027.460	219024.580	2006
11324130	699140.540	227746.730	2006
11324210	698437.620	225796.710	2006
11324300	699924.550	222385.780	2006
11325000	700452.500	220929.890	2006
11325050	700926.380	228948.760	2006
11325130	701314.010	227663.400	2006
11325200	700788.840	226057.740	2006
11325440	701794.680	218561.560	2006
11326060	703975.440	228268.650	2006
11326150	703451.830	226671.230	2006
11326300	702493.990	222295.490	2006
11327200	704762.750	224033.790	2006
11328020	707286.730	228356.510	2006
11328120	706334.580	225934.280	2006
11330060	708244.240	227221.220	2006
11331020	709869.950	229046.720	2006
11331070	709436.150	227874.430	2006
11331170	709919.180	225906.720	2006
11331350	710025.340	221274.600	2006
11332070	712347.130	228851.950	2006
11332100	711042.570	227378.940	2006
11333110	713932.780	225763.195	2006
11333170	713139.480	224335.550	2006
11334100	716605.360	227135.090	2006
11334120	715069.039	226772.268	2006
11334230	715363.280	223893.450	2006
11334340	715206.170	220539.260	2006
11335220	717795.220	224865.340	2006
11335290	718372.810	223547.430	2006
11336000	719692.190	227919.830	2006
11336250	721007.760	223769.150	2006
11337070	722375.900	228332.320	2006
11337360	721942.190	221086.210	2006
11338380	724550.350	221404.690	2006
11338500	724071.560	218622.770	2006
11339000	724822.720	221079.430	2006
11340450	726620.430	219696.900	2006
11340510	726006.400	228521.370	2006
11341120	727640.740	227462.150	2006
11341300	727419.260	223093.450	2006
11342170	730436.980	225556.610	2006
11342372	730740.120	221957.990	2006
11342400	730418.630	220367.240	2006
11342540	730292.540	218141.400	2006
11343360	731955.610	219417.380	2006
11343410	731763.810	228227.990	2006
11344140	734358.100	225822.990	2006
11344200	733517.780	223933.100	2006
11344420	734763.970	219302.200	2006
11345052	735486.670	229173.240	2006
11345340	735100.190	221302.970	2006
11346140	738683.010	225909.490	2006
11346360	738705.000	219840.190	2006
11347100	739343.550	228313.430	2006
11347390	738969.140	221756.230	2006
11349000	728454.540	220843.530	2006
11350080	742812.140	227956.510	2006
11350150	743447.710	222205.370	2006
11350221	743113.980	219917.170	2006
11352110	747202.390	225312.480	2006
11353330	748084.430	218619.070	2006
11354400	750602.160	218598.760	2006
11354410	751311.680	228650.890	2006
11355270	752620.600	225066.700	2006
11355380	752859.580	221665.850	2006
11356010	755523.380	229801.840	2006
11356120	755233.230	227602.110	2006
11356170	755386.240	226268.040	2006
11356220	755948.570	225064.960	2006
11356610	755798.510	218598.000	2006
11357200	756236.690	224106.760	2006
11357230	756962.760	223351.910	2006
11357310	757434.750	221055.180	2006
11357320	757511.750	221447.270	2006
11358012	759796.640	229873.990	2006
11358050	759620.090	228366.750	2006
11358090	757984.830	227559.360	2006
11358100	759608.470	227303.690	2006
11358182	758283.980	222916.400	2006
11358260	759095.930	221677.270	2006
11358430	759023.580	218590.690	2006
11358440	758029.070	218356.280	2006
11359010	757900.000	218660.000	2006
11359020	755120.000	227615.000	2006
11359030	756875.000	223330.000	2006
11359040	757647.719	225222.557	2006
11359050	758261.790	226151.900	2006
11359060	758705.813	226688.680	2006
11359070	755522.830	226281.030	2006
11359080	759713.533	223367.576	2006
11359090	759300.350	227939.300	2006
11359100	759601.270	227819.110	2006
11359110	759786.780	227889.580	2006
11359120	759962.100	228565.520	2006
11360020	761704.090	228849.530	2006
11360040	760128.650	228293.120	2006
11360070	761772.680	227155.400	2006
11360190	761698.470	220994.080	2006
11361130	762552.090	219669.890	2006
11362010	765468.590	224595.850	2006
11362110	764720.790	219159.370	2006
11362120	765542.140	218088.750	2006
11362130	765385.510	218557.550	2006
11362140	764750.650	218441.780	2006
11363010	766626.350	222010.090	2006
11369010	760375.369	222363.062	2006
11369030	765836.866	223142.346	2006
11369040	766768.543	218521.699	2006
11369050	763171.770	225984.432	2006
11433520	539836.900	206051.650	2006
11435070	542769.940	208114.470	2006
11437130	547663.840	214290.120	2006
11437150	547206.180	213640.380	2006
11437300	546031.710	209580.800	2006
11438210	549448.860	212025.790	2006
11439030	545441.187	211654.471	2006
11439040	549884.150	212905.550	2006
11439050	547029.550	209435.270	2006
11439060	547293.665	213431.069	2006
11439070	549378.980	213533.300	2006
11439080	549755.680	213744.650	2006
11439090	546438.110	210935.100	2006
11439100	548279.050	211470.610	2006
11439110	548496.396	210759.161	2006
11439120	546569.600	211301.110	2006
11439130	547899.140	211813.970	2006
11439140	547754.928	212260.343	2006
11439150	548343.529	211909.847	2006
11439160	549253.520	213071.790	2006
11439170	548308.443	211753.220	2006
11439180	548198.954	212172.001	2006
11439190	548368.909	212140.801	2006
11439200	548392.953	212502.628	2006
11439210	548168.604	212444.825	2006
11439220	547801.641	212542.382	2006
11439230	548290.039	212798.102	2006
11439240	545715.445	211087.563	2006
11439250	546715.970	212391.768	2006
11439260	546516.486	212233.527	2006
11439270	546797.945	211978.328	2006
11439280	546632.459	211672.060	2006
11439290	547419.801	212172.193	2006
11439300	546015.525	211361.916	2006
11439310	546348.515	211582.734	2006
11439320	547198.292	211772.841	2006
11439330	547418.438	212778.679	2006
11439340	545932.088	211722.132	2006
11439350	546477.855	212488.642	2006
11439360	548166.073	213258.613	2006
11439370	547718.087	213644.612	2006
11439380	547432.701	213286.434	2006
11439390	548837.652	212213.909	2006
11439400	548880.339	210950.015	2006
11439410	545286.885	209534.105	2006
11439420	545326.541	211401.798	2006
11439430	548144.324	210149.660	2006
11439440	547839.371	208937.888	2006
11439450	545316.785	211002.289	2006
11439460	545538.216	210592.101	2006
11439470	549325.738	212431.777	2006
11439480	549577.649	213345.925	2006
11439490	545527.153	211197.403	2006
11439500	547446.772	210487.387	2006
11439510	548559.749	211487.638	2006
11439520	546943.060	210590.678	2006
11439530	545736.003	212288.775	2006
11439540	546500.735	213006.784	2006
11439550	546819.539	213328.209	2006
11439560	545686.945	211840.381	2006
11439570	545915.218	211983.726	2006
11439580	546962.535	212902.108	2006
11439590	546234.181	212060.662	2006
11439600	547751.981	213267.991	2006
11439610	548785.597	211810.108	2006
11439620	547895.240	210933.981	2006
11439630	549217.057	210295.935	2006
11439640	544224.792	209833.951	2006
11439650	544707.517	210890.677	2006
11439660	548615.849	213342.704	2006
11439670	546471.231	211833.603	2006
11439680	549293.974	213853.240	2006
11439690	545246.097	211753.754	2006
11439700	549323.341	211066.957	2006
11439710	545802.117	211440.671	2006
11439720	543850.749	213052.845	2006
11439730	545402.367	212041.917	2006
11439740	546128.068	212637.781	2006
11439750	541539.800	206643.180	2006
11439760	540757.360	208359.840	2006
11439770	541955.410	207405.480	2006
11439780	539526.069	206435.665	2006
11439790	542653.340	206439.520	2006
11439800	544874.020	208085.060	2006
11439810	544108.060	207167.540	2006
11439820	549671.110	207148.900	2006
11439830	548815.511	215378.642	2006
11439840	541678.915	207942.230	2006
11439850	543000.000	218000.000	2006
11440010	551542.980	217757.700	2006
11440100	550376.140	214426.490	2006
11440180	551124.700	212160.020	2006
11440210	550828.810	211058.290	2006
11441300	552805.720	209389.880	2006
11441320	553705.290	208521.860	2006
11441330	552676.070	208055.730	2006
11442000	555342.460	214664.750	2006
11443320	557777.220	209464.720	2006
11444420	559192.860	207887.290	2006
11445020	561128.980	217689.770	2006
11445060	561536.910	216703.730	2006
11445120	561076.540	215116.410	2006
11445180	561031.280	213102.180	2006
11446030	562433.460	217116.990	2006
11446090	562258.310	215437.210	2006
11446130	562491.580	214603.410	2006
11446301	563837.540	209229.520	2006
11447060	565617.410	216693.770	2006
11447100	565620.540	215619.690	2006
11447180	565029.940	213948.400	2006
11449010	563444.760	208782.266	2006
11449020	562388.759	208248.035	2006
11449030	563001.330	206000.690	2006
11449040	564619.030	206513.467	2006
11449050	567141.842	210300.375	2006
11449060	565873.538	207836.864	2006
11449070	565725.098	208677.594	2006
11449080	565946.928	206833.614	2006
11449090	566458.927	209845.599	2006
11449100	567076.720	206100.550	2006
11449110	566923.310	208244.390	2006
11449120	567429.650	211974.520	2006
11449130	559369.580	212311.000	2006
11449140	562073.720	212706.780	2006
11449150	560497.580	211932.450	2006
11449160	564880.120	217782.070	2006
11449170	564851.845	210729.585	2006
11449180	563081.228	210752.954	2006
11449190	560683.740	208322.430	2006
11449200	559253.928	210649.844	2006
11449210	556997.502	213524.116	2006
11449220	555311.287	212738.172	2006
11449230	557994.246	215619.627	2006
11449240	560818.115	209925.077	2006
11449250	558491.120	211910.240	2006
11449260	556929.365	212394.531	2006
11449270	557427.939	213070.043	2006
11449280	557262.360	210869.330	2006
11449290	553412.610	209204.750	2006
11449300	554051.010	208927.190	2006
11449310	556293.465	207380.629	2006
11449320	556461.372	208146.542	2006
11449330	550050.925	211353.157	2006
11449340	550199.345	211980.073	2006
11449350	550423.737	212437.803	2006
11449360	550204.731	213395.253	2006
11449370	563611.840	206459.960	2006
11449380	552677.910	215424.270	2006
11450010	568450.040	217938.400	2006
11450142	568181.950	209811.160	2006
11450180	568368.190	208106.420	2006
11451040	570655.430	216957.550	2006
11451080	569390.170	215478.290	2006
11451140	570950.530	213065.900	2006
11451160	570324.880	212745.640	2006
11452060	572432.100	216374.660	2006
11452130	571100.010	213991.870	2006
11452160	571538.380	212602.220	2006
11452300	571951.920	209771.320	2006
11452460	571624.220	206878.160	2006
11453062	574614.540	216312.650	2006
11453170	573881.460	213343.060	2006
11453190	574941.920	213206.410	2006
11453280	574084.350	210918.280	2006
11453510	573364.520	206805.200	2006
11454180	576162.530	214535.070	2006
11455190	577711.830	213338.360	2006
11456100	580889.880	211500.850	2006
11457250	582296.960	209293.050	2006
11458020	583957.110	217244.880	2006
11459010	568667.700	207007.300	2006
11459020	569166.360	207576.840	2006
11459030	569113.380	208616.740	2006
11459040	569616.110	210464.370	2006
11459050	570341.150	211764.810	2006
11459060	570237.560	210066.310	2006
11459070	568950.890	210983.320	2006
11459080	568941.433	214084.669	2006
11459090	568373.009	213704.390	2006
11459100	573133.540	212455.100	2006
11459110	571476.070	211860.030	2006
11459120	572170.800	212084.070	2006
11459130	571550.110	211238.810	2006
11459140	570695.710	211066.420	2006
11459150	571568.980	212251.460	2006
11459160	572668.250	212309.960	2006
11459170	569325.506	214365.977	2006
11459180	569111.940	213564.957	2006
11459190	571844.210	213785.439	2006
11459200	572055.898	213230.811	2006
11459210	571453.697	213270.160	2006
11459220	570181.799	213191.382	2006
11459230	570238.538	212207.510	2006
11459240	570860.785	212136.027	2006
11459250	569445.915	212777.185	2006
11459260	571236.452	212442.995	2006
11459270	571277.452	212674.982	2006
11459280	572774.433	212762.350	2006
11459290	571911.646	212150.223	2006
11459300	573554.730	212248.820	2006
11459310	571859.311	212374.721	2006
11459320	569913.051	212551.617	2006
11459330	570561.859	213375.080	2006
11459340	572773.485	213139.431	2006
11459350	569431.264	214072.160	2006
11459360	569805.618	214447.779	2006
11459370	569934.117	213911.202	2006
11459380	572794.906	213612.443	2006
11459390	573007.429	212892.358	2006
11459400	572565.964	213936.858	2006
11459410	571963.810	214533.360	2006
11459420	571495.990	215191.410	2006
11459430	572944.470	214791.060	2006
11459440	572201.668	212679.372	2006
11459580	583696.870	212729.860	2006
11460240	585984.330	212389.580	2006
11460450	586925.980	207685.420	2006
11461040	587535.480	217007.090	2006
11461160	588663.150	214520.170	2006
11462010	590310.950	217826.770	2006
11462490	589383.970	206668.770	2006
11463000	591219.720	209894.980	2006
11463180	592470.220	214023.520	2006
11463460	592381.050	208400.810	2006
11464070	593721.020	216582.480	2006
11464340	594818.850	209789.630	2006
11465050	596901.110	216944.640	2006
11465490	595616.020	206265.700	2006
11466030	597892.520	217384.930	2006
11466070	598606.960	216528.330	2006
11466150	598107.570	213964.890	2006
11466200	597234.450	212121.180	2006
11467070	600784.170	216513.070	2006
11467120	600035.660	215090.380	2006
11467390	599731.120	208334.050	2006
11468070	601779.800	214559.120	2006
11468140	602174.500	212239.270	2006
11469290	586014.320	214665.350	2006
11469530	589726.690	209048.250	2006
11469540	592757.370	218091.730	2006
11471010	604019.480	217873.150	2006
11471120	605284.210	215577.980	2006
11471360	605582.290	209629.950	2006
11472220	607316.430	213190.670	2006
11473380	608460.750	209769.640	2006
11473490	609259.700	207324.440	2006
11474020	610191.360	217447.750	2006
11474180	611934.960	214586.490	2006
11476220	614374.950	213146.150	2006
11476490	615558.680	207670.600	2006
11477040	616622.530	217201.820	2006
11477200	616917.400	213621.400	2006
11478000	619544.300	213708.260	2006
11478300	618551.270	210245.470	2006
11478470	619930.110	206313.880	2006
11479470	608701.710	208585.780	2006
11481270	623174.430	211688.750	2006
11481370	622513.630	208409.460	2006
11482100	625039.970	215419.280	2006
11483240	626258.600	210601.460	2006
11484100	629306.760	215434.150	2006
11486120	633591.150	215417.740	2006
11486300	633139.690	210082.540	2006
11488200	636459.863	211829.816	2006
11489440	629855.600	217649.920	2006
11489450	620522.910	215340.960	2006
11489500	627276.030	214387.340	2006
11489680	637043.425	214344.215	2006
11490450	638982.760	209130.850	2006
11491080	639751.640	216510.060	2006
11491180	639705.160	214630.900	2006
11492000	641254.260	210053.280	2006
11493200	644003.620	213052.410	2006
11493400	643987.390	209198.240	2006
11493590	643831.922	216157.751	2006
11494110	645990.320	215220.090	2006
11495120	647426.510	215341.950	2006
11496132	650906.490	215596.340	2006
11497150	652501.500	214686.930	2006
11497340	651835.201	210728.305	2006
11497341	652635.780	210378.070	2006
11497510	652321.660	212752.480	2006
11498091	654820.480	216026.190	2006
11498210	654522.300	213605.760	2006
11499430	642919.255	211736.020	2006
11499450	639224.775	211536.570	2006
11499500	647805.383	212747.100	2006
11499510	651058.760	211659.875	2006
11499620	653725.535	217503.495	2006
11501040	657384.850	217054.640	2006
11501100	658504.240	215803.060	2006
11501180	658781.270	213589.490	2006
11501320	658974.820	210744.610	2006
11504030	664437.340	217328.620	2006
11504350	663950.280	210655.940	2006
11505000	665476.000	213379.610	2006
11505021	666792.530	217763.740	2006
11505450	666143.290	210855.840	2006
11506500	667534.820	206281.760	2006
11507080	670181.240	215758.480	2006
11507170	669584.350	213831.980	2006
11507310	670389.543	210998.265	2006
11508260	672290.640	216385.720	2006
11509140	667708.140	209044.160	2006
11509150	664838.640	208905.170	2006
11509160	660527.420	208657.490	2006
11509170	655868.475	210259.285	2006
11509180	666000.175	215741.130	2006
11509190	663903.485	215408.570	2006
11509520	671459.145	211559.410	2006
11509630	657970.960	214914.780	2006
11509640	656323.855	213497.000	2006
11509660	671907.570	214387.060	2006
11510150	673137.710	213392.130	2006
11510200	672751.310	209112.150	2006
11511080	674286.189	215691.280	2006
11511090	675646.830	215771.100	2006
11511180	675339.150	213177.680	2006
11512100	677665.380	215757.630	2006
11512440	677356.480	208556.460	2006
11513182	679520.050	212273.440	2006
11513220	678243.900	211312.310	2006
11514090	681555.960	213085.190	2006
11515000	683113.200	212157.950	2006
11515152	682392.200	215085.870	2006
11515440	682177.084	209073.442	2006
11516240	684616.890	211856.660	2006
11516460	685210.530	207158.530	2006
11517080	686485.690	215458.030	2006
11517170	686272.020	212686.870	2006
11517280	687558.450	209535.000	2006
11517420	687741.255	206163.559	2006
11518080	689226.110	216530.250	2006
11518200	689890.530	213795.380	2006
11518320	688481.840	210836.560	2006
11518502	689098.830	206689.070	2006
11520102	691079.480	215365.190	2006
11520310	691404.000	209784.620	2006
11520380	690686.100	207952.290	2006
11521050	692581.580	217334.320	2006
11521250	693542.040	212601.180	2006
11521330	692553.198	210079.514	2006
11521470	693493.357	207795.166	2006
11521490	692400.313	207577.327	2006
11522080	695435.260	216246.540	2006
11522330	695022.970	209523.990	2006
11523160	697424.630	214655.260	2006
11524370	699618.260	206874.180	2006
11525120	700874.080	215183.340	2006
11525220	701630.820	211379.430	2006
11526160	703954.230	213883.120	2006
11527052	704524.740	216983.080	2006
11527242	704108.530	212044.130	2006
11528230	706088.200	206852.610	2006
11530110	707570.256	212937.745	2006
11531060	709916.680	215020.700	2006
11532270	711134.070	208554.970	2006
11533100	714287.090	211950.780	2006
11533150	714653.240	209451.920	2006
11535070	717987.140	213204.370	2006
11535200	718987.920	210549.020	2006
11536030	719789.920	217214.190	2006
11537000	722859.690	212025.340	2006
11537010	722627.740	217952.900	2006
11537100	722912.670	215506.570	2006
11537160	722114.660	213008.380	2006
11537370	721468.630	212014.230	2006
11538110	724081.600	216143.540	2006
11538350	724886.500	210930.620	2006
11538370	723114.860	210779.550	2006
11538620	724264.170	208760.730	2006
11539000	724468.432	210403.194	2006
11540050	726047.040	216519.260	2006
11540180	725745.120	213033.770	2006
11540290	725220.100	209220.830	2006
11540350	725362.040	207206.640	2006
11544030	733807.960	216371.810	2006
11544090	733657.320	212998.460	2006
11545090	735390.340	210655.840	2006
11546060	737154.940	216085.440	2006
11547060	740711.430	216335.600	2006
11547110	740313.060	212782.600	2006
11549000	731550.000	206900.000	2006
11551352	745013.160	206201.440	2006
11551360	744750.320	214203.160	2006
11551370	745592.460	210108.590	2006
11552131	746641.140	216080.930	2006
11553160	748900.360	214120.080	2006
11554040	750752.340	216840.700	2006
11554550	751041.060	211412.590	2006
11555000	752006.000	212822.720	2006
11555400	753682.880	209006.070	2006
11556220	754443.460	214745.470	2006
11556230	754548.220	214659.450	2006
11556350	755462.670	212488.440	2006
11556390	755482.590	211883.760	2006
11557060	757528.160	217134.790	2006
11557190	757398.300	213823.980	2006
11557240	756214.880	213035.670	2006
11557290	757142.820	211637.040	2006
11557350	757744.590	210458.140	2006
11557640	757045.520	209647.360	2006
11558110	758615.050	213509.850	2006
11558190	759237.680	211206.650	2006
11558270	758855.650	208781.200	2006
11558350	758603.240	206945.170	2006
11559010	759500.000	206000.000	2006
11559020	754669.230	213374.800	2006
11559030	756559.640	214700.620	2006
11559040	754738.044	213531.046	2006
11559050	757723.060	217180.840	2006
11559060	757518.400	215166.150	2006
11560060	761068.180	215020.890	2006
11560090	761467.650	213230.630	2006
11560180	760557.280	210725.800	2006
11560220	760137.140	209254.460	2006
11561020	763204.760	216760.310	2006
11561070	763943.400	212210.300	2006
11561110	762488.620	210319.340	2006
11561150	762383.430	208756.550	2006
11562060	764718.260	214465.240	2006
11562080	764844.100	213212.490	2006
11562120	765775.380	211945.800	2006
11562180	764561.800	209106.640	2006
11562240	764720.810	206833.470	2006
11563130	767084.780	208698.620	2006
11564020	769504.550	213595.480	2006
11564060	768802.380	211729.710	2006
11564170	768351.900	207408.490	2006
11564190	769081.170	207069.090	2006
11565140	770656.490	207933.760	2006
11566050	772041.300	211663.090	2006
11567020	775454.310	212139.290	2006
11567070	775161.300	209933.630	2006
11568090	776791.500	207249.050	2006
11569010	761700.000	207500.000	2006
11569020	771715.046	208779.840	2006
11569030	772352.350	213930.090	2006
11569040	760655.070	213717.930	2006
11569050	766614.936	217017.325	2006
11570080	778446.490	207699.250	2006
11571030	779470.690	209249.660	2006
11572020	782540.680	209638.900	2006
11573100	783091.840	206710.310	2006
11579010	784499.800	212999.960	2006
11579020	787999.290	206999.910	2006
11594010	820981.000	207550.290	2006
11594020	820276.760	206167.760	2006
11595060	822687.430	206336.290	2006
11596060	824392.640	207348.490	2006
11597010	826550.030	208786.310	2006
11598021	828846.250	206436.660	2006
11599010	819999.220	209999.895	2006
11599020	824362.898	209719.725	2006
11599030	819000.000	214900.000	2006
11624540	523162.590	196452.360	2006
11626100	528027.600	198489.420	2006
