anumber	ost	nord	state_of
12022060	520710.900	177642.770	2006
12022110	519519.130	176102.770	2006
12022160	519889.710	175161.850	2006
12022170	520761.410	174989.000	2006
12022290	519193.630	172269.660	2006
12023310	521462.560	173131.370	2006
12023350	522099.930	172118.220	2006
12023410	521516.093	170049.713	2006
12024080	523699.430	178954.080	2006
12024220	524152.290	175680.870	2006
12024480	523788.550	170429.590	2006
12025050	525731.170	180593.680	2006
12026050	528121.410	181196.978	2006
12026120	528474.690	178759.790	2006
12026370	527660.710	173518.230	2006
12026540	528769.490	170169.040	2006
12027090	531005.370	180166.670	2006
12027330	530147.539	176174.147	2006
12027450	530711.170	174447.220	2006
12029010	518723.340	174065.200	2006
12029020	519330.460	173878.930	2006
12029030	524595.340	173905.440	2006
12029040	531603.070	175543.450	2006
12031100	534193.760	178891.380	2006
12031440	534218.030	172055.500	2006
12031500	535219.090	180819.550	2006
12032160	537178.410	177619.220	2006
12032340	536727.660	174261.560	2006
12033020	539429.640	181630.370	2006
12033090	538658.780	180780.940	2006
12033580	539299.910	172150.220	2006
12034020	541539.580	181748.520	2006
12034110	540569.260	179807.380	2006
12034150	541908.930	179196.760	2006
12034400	541891.220	174917.760	2006
12034410	540184.740	174600.170	2006
12034530	540811.950	171820.710	2006
12035082	542197.240	180624.030	2006
12035220	542024.300	178067.900	2006
12035350	542254.980	176358.790	2006
12036170	544187.310	179035.600	2006
12036360	545160.910	176341.980	2006
12036420	544948.750	175107.520	2006
12036550	544206.510	172563.960	2006
12036670	545170.600	170847.510	2006
12037040	546021.750	181167.220	2006
12037162	547234.590	178655.600	2006
12037250	547615.520	177406.470	2006
12037372	547022.640	175609.380	2006
12037410	546956.520	174605.020	2006
12037482	547887.920	172911.840	2006
12037490	547181.413	172249.985	2006
12037540	546910.140	170864.930	2006
12038040	548761.830	181507.610	2006
12038062	549543.950	181138.220	2006
12038132	548357.090	180137.130	2006
12038201	549921.280	179119.560	2006
12038270	549233.650	177921.000	2006
12038490	549448.710	174608.780	2006
12038540	548358.870	173784.970	2006
12038550	549813.380	173597.630	2006
12038680	548401.370	170031.150	2006
12039010	540761.950	181085.250	2006
12039020	546717.090	172733.490	2006
12039030	539667.360	179490.300	2006
12040060	551244.970	180927.260	2006
12040240	550458.370	177650.470	2006
12040340	551847.890	176017.310	2006
12040382	550694.640	175434.220	2006
12040450	550709.200	173520.050	2006
12040530	550584.170	171926.190	2006
12040580	551665.700	170836.970	2006
12040610	550367.860	170256.120	2006
12041070	553616.020	180317.620	2006
12041190	552448.480	178636.450	2006
12041240	552395.810	177361.860	2006
12041260	553119.410	177127.040	2006
12041372	553154.290	175395.020	2006
12041420	553909.450	174440.810	2006
12041442	554262.420	173591.830	2006
12041450	552092.340	174019.580	2006
12041500	553000.350	172179.200	2006
12041520	553487.670	171699.760	2006
12041550	553697.610	170723.230	2006
12042230	555556.830	177995.890	2006
12042350	554525.910	175638.500	2006
12042540	554534.590	170050.040	2006
12043070	557512.720	180987.120	2006
12043080	555911.240	180628.570	2006
12043140	557108.010	179542.620	2006
12043150	557950.170	179445.010	2006
12043240	557595.190	177993.170	2006
12043360	556383.630	174987.770	2006
12043500	556013.430	172769.970	2006
12043590	556956.510	170624.120	2006
12044192	559021.670	178453.590	2006
12044290	558751.480	176553.670	2006
12044421	559042.920	173940.900	2006
12045050	560041.550	181018.500	2006
12045110	560622.716	180228.182	2006
12045250	560817.810	177668.840	2006
12045360	561107.630	176127.660	2006
12045400	561562.678	174018.333	2006
12045602	560032.570	171387.300	2006
12046020	562739.003	181817.413	2006
12046100	562935.970	179871.380	2006
12046282	563685.676	176486.587	2006
12046350	563115.830	175089.820	2006
12046570	562463.124	171045.311	2006
12047160	565634.320	179045.480	2006
12048060	567484.130	180274.780	2006
12048210	566724.690	176131.480	2006
12048400	567236.236	173668.690	2006
12049010	559380.960	177137.770	2006
12049020	563304.567	181520.933	2006
12049470	563302.484	178136.411	2006
12049471	563298.728	177593.097	2006
12049472	561380.587	178753.291	2006
12049473	561716.939	178162.240	2006
12049474	562626.174	177852.530	2006
12049475	561836.175	176052.836	2006
12049476	562368.742	176892.415	2006
12049477	560477.211	178790.405	2006
12049478	561241.726	179371.662	2006
12049479	562336.295	178722.486	2006
12050200	568208.880	176980.530	2006
12051050	569451.400	181070.440	2006
12051190	569348.600	178164.490	2006
12051510	570122.020	171442.920	2006
12052010	571736.562	181675.128	2006
12052300	571693.547	175729.906	2006
12053150	573582.460	179095.330	2006
12053260	574312.200	176819.820	2006
12054320	576977.478	175614.703	2006
12054520	575632.840	171914.420	2006
12055100	577488.960	180836.670	2006
12056230	580033.900	178203.150	2006
12057280	581069.970	176318.690	2006
12058070	584656.670	179958.080	2006
12059010	581469.274	179964.641	2006
12059020	579297.025	180444.355	2006
12059030	578731.372	180305.198	2006
12059040	578710.745	181963.650	2006
12059050	577829.150	181422.200	2006
12059120	568163.495	176348.671	2006
12059185	570906.684	179319.363	2006
12060030	586608.030	181457.130	2006
12060310	586278.860	175813.520	2006
12061130	588243.110	179368.960	2006
12061390	587138.290	172163.440	2006
12062580	589568.700	176043.450	2006
12063080	592023.900	179867.930	2006
12063430	591467.000	170856.680	2006
12064000	593547.990	180627.440	2006
12065190	595827.900	177607.290	2006
12065490	597070.570	181841.320	2006
12066380	598475.560	171949.630	2006
12067500	600574.660	174594.030	2006
12067520	600876.850	181103.520	2006
12068160	601672.560	177672.310	2006
12069010	590250.630	179420.140	2006
12069020	592417.170	174861.290	2006
12069030	595038.950	171048.910	2006
12069283	588890.821	178315.591	2006
12072090	606615.660	179906.920	2006
12072260	607269.780	175014.710	2006
12072430	607545.800	171421.310	2006
12074330	610166.780	173487.400	2006
12075000	612762.440	178650.020	2006
12075400	612644.780	172099.520	2006
12076330	614087.220	173875.710	2006
12077020	616978.910	181756.720	2006
12077260	616993.050	177759.080	2006
12078270	618382.060	174979.580	2006
12079140	618819.290	178427.850	2006
12079240	614279.020	181739.650	2006
12080120	620606.340	179634.610	2006
12080310	620381.400	175045.540	2006
12081440	623562.000	170600.000	2006
12082030	625172.320	181301.630	2006
12082080	624246.370	179818.980	2006
12082380	624493.180	172345.040	2006
12083020	626250.450	181801.290	2006
12083130	627709.880	178114.320	2006
12084000	629177.300	172481.600	2006
12084220	628129.300	175705.490	2006
12085020	631458.900	181598.530	2006
12085140	630424.360	177553.930	2006
12085440	630590.740	170583.070	2006
12086030	633366.610	181226.490	2006
12086150	633596.990	177460.580	2006
12086290	633696.960	173985.320	2006
12087330	635160.310	172529.540	2006
12087440	634435.340	170344.390	2006
12088070	636833.930	178387.410	2006
12088100	636855.620	176079.680	2006
12088170	637286.690	173804.460	2006
12089210	624799.920	178549.740	2006
12089220	627881.260	174227.220	2006
12091160	640451.740	176519.650	2006
12091210	640421.750	173143.650	2006
12092030	641695.780	180568.550	2006
12093120	644894.940	176339.860	2006
12094010	646448.480	181951.450	2006
12094110	645853.950	178805.030	2006
12095000	648357.850	177994.230	2006
12095370	648724.250	170739.700	2006
12097320	651562.820	173685.540	2006
12098030	654167.140	181673.310	2006
12098210	653707.740	178927.420	2006
12098370	654140.610	176600.580	2006
12099030	647954.550	176342.600	2006
12099180	643001.250	178381.040	2006
12099190	638546.950	175045.170	2006
12099200	641409.800	171620.510	2006
12100450	656688.580	174287.370	2006
12101040	658473.850	181007.750	2006
12103020	661089.580	180557.900	2006
12103440	661389.210	173302.120	2006
12104020	663463.460	180781.050	2006
12105090	665717.930	177602.630	2006
12105320	666717.790	171543.990	2006
12106030	667988.400	181186.840	2006
12106050	668922.820	179941.810	2006
12107120	669888.290	176747.230	2006
12109010	667116.390	176702.680	2006
12109020	661527.160	178240.110	2006
12109050	659075.670	172394.120	2006
12109300	667512.100	175120.920	2006
12109530	658897.510	170001.360	2006
12112020	676311.900	180581.360	2006
12112150	677252.170	175792.360	2006
12115090	683480.950	177064.790	2006
12118440	688987.770	173332.920	2006
12121060	692927.540	180695.270	2006
12122030	694867.310	181290.920	2006
12122050	693990.390	181053.460	2006
12122170	695301.320	179049.180	2006
12122201	694972.550	176949.320	2006
12123080	696707.810	180282.100	2006
12124250	699016.510	172660.810	2006
12125130	700979.670	173470.200	2006
12125180	700466.820	171969.870	2006
12125190	701938.500	171658.270	2006
12125260	700742.140	170508.140	2006
12126090	702682.960	176113.220	2006
12126130	703180.090	173991.270	2006
12126160	703274.360	172700.350	2006
12126330	702591.530	170093.380	2006
12127130	705824.460	175408.100	2006
12127160	704003.060	174332.130	2006
12127240	704723.870	172659.460	2006
12127270	704208.700	171926.610	2006
12127380	704705.040	170084.740	2006
12128010	706297.870	181180.070	2006
12128230	706968.470	171630.070	2006
12130050	708225.070	177027.800	2006
12130210	708529.460	173079.470	2006
12130260	708230.570	172146.340	2006
12130370	707656.490	171089.390	2006
12130380	707592.350	172707.570	2006
12131010	710400.400	181737.790	2006
12131050	709243.960	180136.320	2006
12131110	710026.570	177044.360	2006
12131140	709595.820	175755.530	2006
12131290	709107.950	173761.450	2006
12131360	710660.840	172201.360	2006
12132020	712097.720	180623.640	2006
12132090	711469.380	177394.250	2006
12132170	711735.010	174956.410	2006
12132310	712288.940	170032.580	2006
12133060	714433.130	179545.250	2006
12133080	714942.830	178218.950	2006
12133150	713635.670	176593.960	2006
12133170	715031.700	176338.860	2006
12133240	714916.320	175665.230	2006
12133250	713687.710	175509.480	2006
12133360	714286.060	173052.970	2006
12134030	716005.000	180135.900	2006
12134080	716571.430	178305.560	2006
12134140	716376.950	177049.800	2006
12134250	715072.040	174323.880	2006
12134290	715888.310	173258.340	2006
12134370	715782.040	171916.280	2006
12134410	716976.080	171073.320	2006
12135060	718158.720	179672.030	2006
12135170	717604.210	177825.530	2006
12135180	717195.670	177190.550	2006
12135270	717204.640	175678.810	2006
12135340	718184.350	173831.590	2006
12136140	720581.770	178194.280	2006
12136250	720711.660	175527.690	2006
12137070	721373.780	180369.070	2006
12137230	722645.380	175237.210	2006
12137270	721525.430	173725.110	2006
12138160	723791.540	179383.410	2006
12138400	724892.790	171718.420	2006
12139010	724681.552	177658.765	2006
12139020	708521.995	170921.565	2006
12139030	718024.478	175338.682	2006
12139040	720327.070	179076.280	2006
12139050	712941.460	175764.540	2006
12139060	716605.040	176462.700	2006
12140000	725304.730	180978.010	2006
12140250	726013.730	175330.110	2006
12141140	727776.300	179052.320	2006
12142090	729201.850	180512.760	2006
12142420	730052.850	172075.390	2006
12143020	731275.720	181853.570	2006
12143210	731574.230	178271.610	2006
12144020	734860.880	181851.440	2006
12144190	734207.750	178521.150	2006
12144570	734674.400	172209.280	2006
12144580	733010.040	172129.140	2006
12145100	736619.020	180192.610	2006
12145350	736587.920	176109.400	2006
12146080	738165.780	179548.690	2006
12146310	737178.020	173814.580	2006
12147080	740080.480	179695.390	2006
12147250	740661.830	172837.660	2006
12147310	739505.060	170364.400	2006
12149010	734350.780	174061.640	2006
12150030	743986.130	180370.530	2006
12151330	744869.710	175692.470	2006
12152400	746294.930	170881.500	2006
12153070	748474.410	180553.050	2006
12154040	751490.180	181181.330	2006
12154500	751406.060	170625.710	2006
12155190	753292.480	179044.830	2006
12155280	753460.680	177186.370	2006
12155540	753087.170	173195.160	2006
12155680	753944.650	171532.160	2006
12156020	754957.100	181520.470	2006
12156240	754424.830	175985.220	2006
12156340	754961.840	174210.770	2006
12157060	756324.280	179987.740	2006
12157100	756583.300	178344.980	2006
12157380	756202.840	171884.730	2006
12158020	758418.180	180398.100	2006
12158070	758072.530	178366.850	2006
12158130	759999.030	176612.550	2006
12158180	759828.900	174931.530	2006
12158240	758330.160	173643.510	2006
12158330	758582.440	171911.910	2006
12159010	754079.660	174909.170	2006
12159020	752007.900	178463.940	2006
12159030	757347.940	175737.700	2006
12160400	760449.240	174543.960	2006
12160420	761791.340	174365.890	2006
12160500	761495.740	172536.100	2006
12160650	761369.640	170304.740	2006
12161160	763977.070	178140.950	2006
12161420	763613.330	171611.870	2006
12161520	763249.900	170372.840	2006
12162120	765056.610	174348.260	2006
12163050	766230.270	178597.390	2006
12163300	767535.370	170830.380	2006
12164090	768580.100	175587.060	2006
12164110	769624.090	175338.040	2006
12164160	768446.400	174036.520	2006
12164250	768448.120	172321.940	2006
12164380	769946.420	170926.100	2006
12165070	771611.830	179004.340	2006
12165260	771866.130	173266.990	2006
12165310	770671.220	172820.970	2006
12165390	771382.050	171945.450	2006
12166150	772111.260	175381.170	2006
12166330	772257.650	171400.880	2006
12166350	773907.650	170945.560	2006
12166390	772870.450	170218.480	2006
12167290	774247.610	174919.850	2006
12167360	775147.870	174166.890	2006
12167460	775461.230	171893.050	2006
12169010	762414.180	180301.080	2006
12169020	776434.740	176219.790	2006
12169030	776452.130	178875.350	2006
12170010	778436.170	181901.920	2006
12170100	778904.480	180021.740	2006
12170160	778868.240	178283.300	2006
12170230	778021.210	176459.450	2006
12171030	779765.910	181418.440	2006
12171210	779884.960	177682.120	2006
12171250	780145.940	177129.520	2006
12171310	779459.820	175210.500	2006
12172010	781980.640	181913.970	2006
12172140	781521.360	179210.810	2006
12172200	781708.710	173554.160	2006
12173050	783017.690	180284.900	2006
12173130	784038.900	178084.850	2006
12173180	784673.860	176563.480	2006
12176050	789416.800	178242.930	2006
12176070	789772.410	177454.840	2006
12176150	789815.660	171423.290	2006
12177040	791941.730	180436.300	2006
12177060	791278.160	179109.950	2006
12177120	791477.310	174415.440	2006
12178010	794933.210	181969.460	2006
12178060	794327.480	180086.410	2006
12179010	780503.500	180505.660	2006
12179020	787807.290	181129.650	2006
12180030	796231.970	180937.030	2006
12181200	798623.730	171894.510	2006
12182110	800240.760	179047.910	2006
12182210	799487.130	175033.560	2006
12183120	801842.020	180559.590	2006
12183210	801761.260	178606.830	2006
12183320	801047.930	176286.780	2006
12183390	802639.650	175022.680	2006
12183450	802271.680	173716.020	2006
12183550	801213.900	170700.360	2006
12184000	803566.490	175382.810	2006
12184090	804560.190	178768.440	2006
12185240	806193.310	172231.050	2006
12186030	808991.560	181368.810	2006
12186080	807583.960	178266.750	2006
12186200	808278.460	173281.300	2006
12188010	812287.870	181891.290	2006
12188180	812098.150	171791.800	2006
12191080	815393.250	176452.430	2006
12192150	816796.580	170044.220	2006
12195020	823041.200	179663.470	2006
12196090	825233.150	174487.060	2006
12199010	827631.510	177408.940	2006
12209010	496000.000	159000.000	2006
12214050	506889.740	163449.970	2006
12214080	505408.940	165337.750	2006
12214170	506481.322	162502.148	2006
12214210	505341.725	161620.303	2006
12214220	506743.792	161591.603	2006
12214300	506426.168	160150.190	2006
12215190	507727.718	163975.045	2006
12215280	507680.181	162193.027	2006
12215330	507736.827	161260.238	2006
12216000	510636.130	166083.640	2006
12216310	509290.060	162783.233	2006
12218062	513954.150	169043.160	2006
12218400	513517.770	161011.240	2006
12219010	507398.680	162555.690	2006
12219020	514387.830	167098.020	2006
12219030	514082.920	166934.400	2006
12219040	514452.720	166958.050	2006
12219050	514540.200	167229.470	2006
12219060	507091.230	162161.050	2006
12219070	507096.470	162334.940	2006
12219080	507351.670	162361.890	2006
12219090	514836.260	169189.140	2006
12219100	514942.490	169112.860	2006
12220082	515244.130	168769.770	2006
12220100	516242.397	168283.789	2006
12220180	515558.653	165994.711	2006
12220350	516510.770	158169.010	2006
12221332	518721.300	161607.190	2006
12221370	517786.440	159786.470	2006
12222030	519169.211	169223.947	2006
12222130	519909.540	166657.950	2006
12222350	520599.880	160896.870	2006
12223290	521083.610	162924.340	2006
12224060	523303.130	168051.020	2006
12224150	523634.380	164953.350	2006
12224272	524173.410	162291.710	2006
12225082	526930.120	168098.120	2006
12225300	525570.060	163539.080	2006
12225360	525820.380	161258.150	2006
12226212	527749.480	165056.630	2006
12226390	528770.620	161932.850	2006
12226560	528444.470	158130.910	2006
12227000	530238.421	167827.010	2006
12228180	531964.920	164661.670	2006
12228250	532273.400	161942.280	2006
12228310	531157.130	160187.230	2006
12229010	515027.820	169194.370	2006
12229020	515248.140	169022.630	2006
12229030	514951.010	169285.090	2006
12229060	515118.230	169015.780	2006
12229070	521576.670	163802.320	2006
12230410	533253.980	158187.230	2006
12231090	534556.640	168171.070	2006
12231150	535550.790	166993.310	2006
12231270	535623.850	164020.560	2006
12231400	534807.330	161740.040	2006
12231530	535494.620	159278.340	2006
12232350	537726.710	162199.660	2006
12232480	537502.320	160311.510	2006
12233010	539046.000	169978.230	2006
12233160	537902.730	166113.130	2006
12233250	538721.960	164206.530	2006
12233410	539278.140	161009.320	2006
12233480	540273.100	158434.630	2006
12233502	538833.930	159454.880	2006
12234250	541691.830	164832.070	2006
12234332	540320.050	163241.410	2006
12234420	541783.020	162052.680	2006
12234520	540692.820	160301.530	2006
12234530	541651.870	160065.400	2006
12235050	542654.730	168971.550	2006
12235282	543632.090	164112.020	2006
12235320	542204.600	163342.740	2006
12235360	542479.460	162248.560	2006
12235390	542654.810	160936.210	2006
12235430	543746.340	158779.440	2006
12236190	544776.730	166044.010	2006
12236350	544265.380	161876.190	2006
12236460	545249.750	158643.090	2006
12237060	546547.220	168363.830	2006
12237250	546198.200	164246.760	2006
12237380	547294.410	161790.440	2006
12238030	548674.530	169047.610	2006
12238060	548744.940	167471.480	2006
12238132	549461.750	166317.238	2006
12238150	548294.160	165786.220	2006
12238160	549049.432	165388.876	2006
12238250	549049.740	163120.830	2006
12238352	548779.723	160687.477	2006
12238460	548274.917	158103.629	2006
12240020	551449.700	168847.490	2006
12240110	550528.850	167636.280	2006
12240160	550958.459	165141.109	2006
12240280	551045.614	162903.594	2006
12240350	550151.300	161406.965	2006
12240410	550140.890	159936.530	2006
12240420	550775.600	159936.750	2006
12240460	550395.729	158877.388	2006
12241000	552569.230	168031.690	2006
12241150	552439.610	166601.000	2006
12241240	553146.730	164561.590	2006
12241490	552592.903	159163.021	2006
12242120	555510.200	167251.090	2006
12242190	555734.490	165136.600	2006
12242310	554943.110	162157.630	2006
12242470	554715.930	158142.827	2006
12243380	557264.370	162217.910	2006
12243510	556241.780	159474.650	2006
12244050	558109.560	168731.310	2006
12244160	558749.450	167008.440	2006
12244270	559731.040	165043.510	2006
12244450	558247.230	160394.900	2006
12244580	558223.740	158006.620	2006
12246140	563626.060	167631.620	2006
12246340	563350.251	163357.594	2006
12247510	564330.230	158842.210	2006
12248010	566893.405	169853.790	2006
12248180	566956.313	164761.775	2006
12249010	554832.591	163576.255	2006
12249020	557052.559	167625.313	2006
12249030	557263.223	160494.610	2006
12249040	564358.101	164995.083	2006
12249218	564487.310	166406.250	2006
12249890	554339.279	165733.509	2006
12250210	568974.220	162491.990	2006
12250330	568424.860	159463.260	2006
12251170	569714.670	166958.690	2006
12251250	570105.840	165137.810	2006
12252000	571572.847	161970.386	2006
12252090	571995.070	168715.380	2006
12252310	571864.420	164588.570	2006
12252510	571823.400	158653.040	2006
12253042	574184.420	168853.960	2006
12253410	574306.500	160983.450	2006
12254040	576205.170	169584.230	2006
12254370	575936.420	162299.730	2006
12254490	576174.020	159746.940	2006
12256020	580516.400	169450.100	2006
12257180	581680.420	165053.560	2006
12257340	581893.930	161250.350	2006
12259420	578734.285	163099.950	2006
12261050	588456.550	168831.350	2006
12261370	588228.690	161847.040	2006
12263340	592282.850	160794.820	2006
12265580	595431.640	163324.000	2006
12266200	598832.450	165596.890	2006
12266320	598504.660	162924.640	2006
12267480	599336.230	160187.860	2006
12269150	602348.010	162509.620	2006
12269160	596004.670	166887.650	2006
12270130	602758.330	167100.910	2006
12271280	604152.980	164122.170	2006
12271440	604430.680	159911.090	2006
12273420	608191.480	162448.740	2006
12274470	611074.910	158469.410	2006
12275140	612275.480	166978.900	2006
12275300	612950.530	162274.910	2006
12276100	615599.690	168829.370	2006
12277210	616367.290	166132.600	2006
12277540	616362.570	158322.580	2006
12277550	616870.070	169974.890	2006
12278390	619445.870	162715.390	2006
12279140	607362.220	167726.340	2006
12280160	620562.870	167277.960	2006
12280482	621857.550	159722.230	2006
12281330	623341.330	161889.720	2006
12282020	625194.810	167188.820	2006
12282120	625351.320	165352.970	2006
12283220	627184.790	163499.350	2006
12284050	629328.600	167824.240	2006
12284200	629713.080	164016.280	2006
12284320	628972.430	160254.090	2006
12286140	633154.290	167486.570	2006
12287080	635849.000	167318.200	2006
12287150	635778.230	164757.650	2006
12288190	636091.020	161510.060	2006
12289080	636407.330	158956.190	2006
12289190	634023.800	164951.220	2006
12290150	638254.440	163112.570	2006
12291360	640444.130	158855.360	2006
12292020	642883.290	169443.300	2006
12292160	641702.900	164919.550	2006
12293070	643146.940	167099.680	2006
12293300	643261.160	161239.070	2006
12294144	645372.820	165625.620	2006
12296090	650923.430	167281.000	2006
12296210	649039.930	162117.120	2006
12300050	656968.390	164515.550	2006
12303160	661647.460	159528.800	2006
12305120	665438.310	167123.410	2006
12305230	666463.520	163139.120	2006
12309040	661119.100	169850.820	2006
12311020	675216.330	166274.690	2006
12311100	675287.750	158714.270	2006
12313160	678411.520	161134.120	2006
12314080	681042.090	162271.320	2006
12314130	680841.390	160431.410	2006
12316240	685919.100	159494.980	2006
12317330	686569.770	163386.980	2006
12318040	688097.720	169248.900	2006
12318150	688102.070	166399.150	2006
12319010	673203.516	158792.711	2006
12320500	690112.200	167571.010	2006
12321121	693825.760	164203.910	2006
12322000	694279.510	168353.680	2006
12322230	695578.450	162644.660	2006
12322260	695054.410	159408.700	2006
12323120	696839.070	167311.960	2006
12324150	699049.640	165534.930	2006
12324220	698828.400	159235.960	2006
12325050	701751.810	169167.250	2006
12325130	700635.340	164510.720	2006
12326070	702405.370	168160.940	2006
12326110	703540.090	167259.520	2006
12326150	703253.820	163182.890	2006
12327080	705340.510	166888.900	2006
12327190	704579.930	161016.680	2006
12328010	706851.810	169903.900	2006
12328060	706366.540	168603.590	2006
12328210	706613.659	158740.619	2006
12328220	707438.400	165966.680	2006
12329010	706770.110	167267.795	2006
12329020	699518.600	169270.110	2006
12330060	708396.860	168341.150	2006
12331010	710264.130	169996.990	2006
12331070	709834.090	167396.580	2006
12334150	715277.500	159353.690	2006
12337070	721127.010	167305.370	2006
12337170	722241.000	162216.070	2006
12338100	724663.350	166461.440	2006
12340130	726540.230	167239.840	2006
12340250	725450.680	163377.100	2006
12341000	728289.160	159144.640	2006
12341040	727013.820	169355.260	2006
12342120	730768.640	166100.100	2006
12343070	732569.560	166620.740	2006
12343220	732283.580	162102.980	2006
12343250	732785.090	160437.930	2006
12344020	734050.630	169831.740	2006
12344140	734485.760	165594.920	2006
12344300	734881.220	161757.200	2006
12345220	736886.800	158798.830	2006
12346100	738324.260	163604.770	2006
12347140	741014.370	164243.280	2006
12348050	742074.220	168246.030	2006
12350080	743035.550	165070.900	2006
12351200	745009.510	160867.650	2006
12352030	746903.220	168609.400	2006
12352090	747281.610	165588.310	2006
12353090	749591.680	165373.190	2006
12353130	749337.300	163426.040	2006
12354170	751175.430	165978.620	2006
12354210	751986.440	165605.170	2006
12354320	751815.380	162986.160	2006
12355000	752234.320	162015.040	2006
12355200	752156.710	166522.380	2006
12355220	753057.500	166194.560	2006
12355320	752306.220	164787.490	2006
12355380	753151.230	164349.930	2006
12355500	753357.400	159739.950	2006
12356200	754086.420	167319.210	2006
12356420	755448.510	160788.900	2006
12357030	756598.180	169150.960	2006
12357130	757699.810	163421.570	2006
12357170	757130.230	161131.930	2006
12359010	758971.620	169701.790	2006
12359020	748644.325	159428.815	2006
12359030	754858.150	161712.010	2006
12359040	751385.622	165231.945	2006
12361050	763544.600	169366.650	2006
12361540	763576.610	160144.390	2006
12362030	765673.570	169604.250	2006
12362070	764370.490	168651.610	2006
12362260	764621.600	164253.500	2006
12362560	765023.000	159227.500	2006
12363120	766267.490	167214.660	2006
12363370	766817.870	161085.930	2006
12363480	767531.510	158941.800	2006
12364180	769111.950	164933.860	2006
12364290	769997.710	161614.730	2006
12365060	770748.070	168575.560	2006
12366070	773084.730	167781.770	2006
12366220	773757.440	161975.440	2006
12367000	775282.260	169177.020	2006
12368090	776318.950	167322.390	2006
12368140	777359.040	165532.330	2006
12369010	777159.790	162592.560	2006
12370110	778888.190	166371.100	2006
12371230	779957.180	161770.920	2006
12371280	780614.010	160454.510	2006
12372060	781805.320	168589.600	2006
12372180	781606.470	161120.050	2006
12372200	782487.870	159649.370	2006
12373120	783839.210	166518.410	2006
12373180	784922.580	162105.730	2006
12374060	786410.130	166229.750	2006
12374150	786419.660	158773.270	2006
12375090	788122.560	162507.870	2006
12375130	787316.830	160665.950	2006
12375180	788768.450	158976.530	2006
12376280	789404.140	160063.490	2006
12377130	792329.850	165343.020	2006
12378250	793695.410	163701.500	2006
12378340	793902.440	159655.750	2006
12379010	790685.335	161617.890	2006
12379020	791382.085	158291.985	2006
12379030	783266.540	169628.800	2006
12379040	777499.150	169000.260	2006
12379050	779463.260	163848.660	2006
12380010	796670.810	169594.950	2006
12380050	795230.930	168307.120	2006
12380200	796046.140	165385.460	2006
12380280	795229.490	163212.730	2006
12382030	799463.130	169114.700	2006
12382170	799556.290	163582.880	2006
12388020	812188.890	169738.510	2006
12388050	811368.350	167536.360	2006
12389010	797628.600	167593.360	2006
12389020	799989.540	166427.410	2006
12389030	803198.940	160800.210	2006
12389040	804498.970	167500.080	2006
12391090	814815.830	163958.740	2006
12392110	816796.330	165574.200	2006
12393100	818427.220	167023.850	2006
12394000	821044.650	169428.570	2006
12394060	820987.600	168223.340	2006
12395130	823983.370	166384.110	2006
12395250	823817.650	161376.980	2006
12396290	825859.190	159657.770	2006
12397010	826591.230	169498.170	2006
12398000	829041.280	165998.150	2006
12398300	829843.490	163324.640	2006
12399010	815098.863	161900.109	2006
12399020	819948.660	163249.920	2006
12399030	820998.878	157999.937	2006
12399040	826629.475	165640.305	2006
12407540	495093.020	146872.750	2006
12411130	499647.940	150659.930	2006
12412030	502867.938	157366.424	2006
12412290	501145.940	146198.050	2006
12413240	504465.651	148615.297	2006
12414170	506627.120	153187.690	2006
12414320	505705.730	146219.110	2006
12415020	508668.496	157518.011	2006
12416090	510325.937	154093.668	2006
12416132	509594.340	152124.770	2006
12416180	509057.330	151187.530	2006
12416210	510670.720	150849.780	2006
12416262	509485.420	150159.990	2006
12416300	509133.570	148733.260	2006
12417040	511691.238	153537.295	2006
12417080	512806.920	151828.780	2006
12417090	511280.900	151716.400	2006
12417130	512032.800	150976.110	2006
12417180	511503.980	149748.070	2006
12417230	512856.590	146789.340	2006
12418000	514538.250	148548.870	2006
12418380	514689.550	147638.290	2006
12420052	515561.530	156970.690	2006
12420100	516921.490	155398.330	2006
12420152	515502.050	153906.470	2006
12420210	515677.920	152281.810	2006
12420410	516191.530	146855.060	2006
12420460	515342.560	145048.850	2006
12421230	519028.670	150839.770	2006
12421272	517689.060	150306.470	2006
12421330	518507.360	149163.560	2006
12421340	517375.670	149336.350	2006
12422010	519287.320	157846.470	2006
12422050	519241.710	156215.990	2006
12422170	519155.310	153087.650	2006
12422250	520334.400	151594.780	2006
12422490	519392.970	147156.970	2006
12423180	521949.610	154331.070	2006
12423290	522473.070	151893.310	2006
12423550	521183.020	149891.030	2006
12424020	524033.790	157606.290	2006
12425120	526391.690	155725.970	2006
12425240	525157.330	153562.470	2006
12425340	526007.530	151777.560	2006
12425460	526166.770	149954.200	2006
12425490	526816.760	138610.440	2006
12425500	525006.180	147953.070	2006
12426210	528477.120	154053.570	2006
12426280	527155.220	152726.660	2006
12427000	530535.350	155302.860	2006
12427260	530563.050	152728.020	2006
12428080	532132.060	155895.900	2006
12428230	531462.780	151742.330	2006
12429010	522050.710	147129.030	2006
12429020	524219.460	149763.230	2006
12429030	528303.120	151878.570	2006
12429040	531012.590	151338.030	2006
12429050	526913.170	151698.400	2006
12429060	529238.440	152685.740	2006
12429070	517506.100	146558.970	2006
12429080	520371.000	148633.300	2006
12429090	521736.190	148727.810	2006
